,d_mean,d_std
0,0.024404296651482582,0.13387714326381683
1,-0.15234123170375824,0.19207707047462463
2,0.17030878365039825,0.158509761095047
3,-0.14477784931659698,0.18183882534503937
4,-0.01899705082178116,0.14922045171260834
5,-0.2878671884536743,0.13147197663784027
6,-0.042837511748075485,0.14835099875926971
7,0.3838050365447998,0.16175833344459534
8,0.3236176073551178,0.12375209480524063
9,0.21147751808166504,0.21966323256492615
10,-0.0008857757784426212,0.20525144040584564
11,0.2446916699409485,0.1540197879076004
12,0.2599760890007019,0.14429539442062378
13,0.0034197205677628517,0.36411747336387634
14,0.24538695812225342,0.32867565751075745
15,-0.18282414972782135,0.23530107736587524
16,0.0829399898648262,0.32555311918258667
17,0.21489091217517853,0.2578012943267822
18,0.05685247853398323,0.2216537594795227
19,-0.01076995674520731,0.06679241359233856
20,-0.010704098269343376,0.06918317824602127
21,0.36717119812965393,0.17652945220470428
22,0.03954160585999489,0.14711561799049377
23,0.6002585887908936,0.07277237623929977
24,0.34037157893180847,0.0
25,0.05031340569257736,0.2575816512107849
26,0.014705151319503784,0.21583330631256104
27,0.501541018486023,0.45564520359039307
28,0.5546772480010986,0.3877093195915222
29,0.7615306973457336,0.310392290353775
30,0.9547877311706543,0.2830272614955902
31,0.3660544753074646,0.3078824281692505
32,0.4063732624053955,0.2856152355670929
33,0.46592333912849426,0.3139789402484894
34,0.3522331118583679,0.3088171184062958
35,0.12007080763578415,0.16748526692390442
36,0.09975484013557434,0.24882017076015472
37,0.21733838319778442,0.24225668609142303
38,0.42162832617759705,0.2586228847503662
39,0.3463200032711029,0.20260962843894958
40,0.156952366232872,0.28079724311828613
41,0.5151432752609253,0.1383887678384781
42,0.5669668912887573,0.18469707667827606
43,0.41356199979782104,0.19583679735660553
44,0.5733829736709595,0.25516459345817566
45,0.6311208605766296,0.142802894115448
46,0.6332248449325562,0.12856267392635345
47,0.4685480296611786,0.23651577532291412
48,0.4177723228931427,0.2513931095600128
49,0.570101261138916,0.28799325227737427
50,0.5802205801010132,0.20430786907672882
51,0.3324144184589386,0.2814478576183319
52,0.3085957169532776,0.24303339421749115
53,0.027784261852502823,0.23837414383888245
54,0.29192620515823364,0.2407139390707016
55,0.3727825880050659,0.2911261022090912
56,0.5013428330421448,0.19343657791614532
57,0.43788444995880127,0.2779374420642853
58,0.39425715804100037,0.20886419713497162
59,0.5348442196846008,0.22727182507514954
60,0.7235308289527893,0.24600771069526672
61,0.7547923922538757,0.15320181846618652
62,0.6643913984298706,0.19010601937770844
63,0.6372659206390381,0.17577898502349854
64,0.46854689717292786,0.2743425667285919
65,0.5725921392440796,0.20798063278198242
66,0.5102114677429199,0.25691404938697815
67,0.6215443015098572,0.3796505033969879
68,0.6919209361076355,0.16674505174160004
69,0.22815874218940735,0.16677579283714294
70,0.2603084444999695,0.23318327963352203
71,0.4959011375904083,0.19356635212898254
72,0.507646918296814,0.21999706327915192
73,0.08173245936632156,0.21518850326538086
74,0.09212169796228409,0.2229633778333664
75,0.10934456437826157,0.1739078015089035
76,0.20615191757678986,0.17608094215393066
77,-0.02333521842956543,0.15408587455749512
78,0.15801630914211273,0.2996464669704437
79,0.033259034156799316,0.23404966294765472
80,-0.03572331741452217,0.19332388043403625
81,0.3110350966453552,0.26216429471969604
82,0.1814573109149933,0.3305492699146271
83,0.33116137981414795,0.33389928936958313
84,0.26610419154167175,0.36856213212013245
85,-0.0642433762550354,0.2384340465068817
86,-0.09182682633399963,0.18659844994544983
87,-0.07132890075445175,0.2111399620771408
88,-0.05221568048000336,0.16585499048233032
89,-0.33311721682548523,0.14819104969501495
90,0.02920726127922535,0.17297028005123138
91,0.33100786805152893,0.375114768743515
92,0.3293832242488861,0.3334593176841736
93,0.4340762495994568,0.2906703054904938
94,0.4518353343009949,0.18246452510356903
95,0.23280031979084015,0.22296051681041718
96,0.26233553886413574,0.24070991575717926
97,0.3010563254356384,0.3094044327735901
98,0.3164895176887512,0.2921519875526428
99,0.34703701734542847,0.25663381814956665
100,0.2393590807914734,0.20008446276187897
101,0.4856157898902893,0.15606360137462616
102,0.2601824998855591,0.19917699694633484
103,0.09434045851230621,0.12502725422382355
104,0.35860177874565125,0.2970011830329895
105,-0.06707996875047684,0.14884892106056213
106,-0.09155341237783432,0.07112182676792145
107,0.11668011546134949,0.06207722797989845
108,0.0831751897931099,0.2815508246421814
109,0.1043020635843277,0.3343830704689026
110,0.026337329298257828,0.22172020375728607
111,0.3575240969657898,0.3160897195339203
112,0.33586782217025757,0.10641220211982727
113,0.4699775278568268,0.1649644821882248
114,0.385795533657074,0.11575940996408463
115,0.3377552926540375,0.16085341572761536
116,0.35884279012680054,0.16465435922145844
117,0.39839819073677063,0.16549678146839142
118,0.7532157897949219,0.3008963167667389
119,0.6326544284820557,0.09574911743402481
120,0.3853054344654083,0.12628501653671265
121,0.4911609888076782,0.10640275478363037
